ad_budget,impressions,ctr,clicks,cpc,time_on_site,user_engagement_score,device_score,clusters,agg_clusters,db_clusters,ms_clusters,PC1,PC2,PC3,SVD1,SVD2,TSNE1,TSNE2
11906.88074690615,62427,0.021086977928732,1263,10.701997493835178,438.25485230565937,18.19497200059424,2,2,2,0,3,-3.115571314559571,-0.3496499369875991,0.34830409112050803,-3.1155713145595727,-0.3496499369875992,-24.630646,0.63369626
36306.06552575903,478661,0.0419901587294952,20999,1.7429349699146923,123.1414625627346,21.93681604883047,7,3,0,1,1,2.197340774860213,-1.2774663065733516,0.4158455187129391,2.1973407748602147,-1.2774663065733525,35.28051,-9.395739
36039.77254530431,608496,0.0381420010342466,23702,1.4767797427539495,149.70078780112007,23.916202669442445,7,3,0,1,1,2.40286503287914,-1.2153592319803026,0.6753932845678666,2.402865032879142,-1.215359231980303,28.861687,-5.7318664
9182.470640452028,29637,0.0178129311234649,505,17.702593413593526,475.0035541149633,33.06889345127682,2,2,2,0,3,-3.8497131811877447,-0.027592251937006262,0.52013582281407,-3.849713181187747,-0.027592251937006027,-36.812756,1.5082318
39417.31532632407,635976,0.0441604354387338,29147,1.3019431575456222,60.9872864181595,26.207460408218942,7,3,0,1,1,3.269961281379459,-1.1881959021364648,0.8591875451472043,3.269961281379462,-1.1881959021364654,25.19042,0.82403755
36006.9130995406,364057,0.0438117139361434,13914,2.215075185506392,368.6088135868722,89.88276470943417,3,0,1,2,0,0.913098825351458,2.4551520032891205,-0.5070783602969652,0.9130988253514587,2.4551520032891214,-3.1386452,36.89514
11080.512062895055,46241,0.0174805934535727,752,17.44138582279398,456.3802172158876,19.03658934747249,1,2,2,0,3,-3.8946631517915273,-0.2402971679911222,0.8667479555229256,-3.89466315179153,-0.24029716799112197,-34.25512,-1.9397669
30203.468477714712,203247,0.0266725383970709,6134,5.997233985787148,197.4634910273676,25.932092975445087,6,1,3,3,2,-0.4051543298932152,-1.344328130499431,-0.6014164632019107,-0.405154329893216,-1.3443281304994317,-5.303807,-30.65179
32945.937652968416,334978,0.0278503993061704,10301,3.5878263038082947,130.34723936700112,39.10674767866319,6,1,1,3,2,0.5345589557319631,-1.0255288740068775,-0.7748017125587973,0.5345589557319631,-1.0255288740068778,-6.8104153,-39.405186
29463.45774674877,257182,0.0272410736369852,7908,4.208709363790372,153.08169874420994,51.73624079125829,7,1,3,3,2,0.2238714864500308,-0.9086746733931858,-1.278206646882112,0.22387148645003063,-0.9086746733931861,3.421187,-39.79627
7983.666252267016,44222,0.0187877304436901,748,11.344641771018749,524.7031771026011,31.31917324910293,1,2,2,0,3,-3.6966088059911995,0.42048372298271647,0.3318161978208937,-3.6966088059912026,0.4204837229827169,-18.76337,-0.16598116
42963.61520429958,569823,0.0436961045092246,22093,1.6594332388756312,350.4040613765759,61.279922078729655,3,0,0,2,0,1.909594346666025,1.6950056778495475,0.7145684469259459,1.9095943466660263,1.6950056778495484,14.276443,32.83751
28728.131554816064,232960,0.0320030474603225,8253,4.257799459421562,170.09698108575486,53.1806402994061,6,1,3,3,2,0.18625347543010132,-0.4508341686449942,-1.075031076451351,0.18625347543010107,-0.4508341686449944,0.77154577,-38.803894
27018.499357521177,239140,0.0277121249388557,7224,4.265886347062763,186.93014584241524,45.38919470365954,6,1,3,3,2,-0.1470288036917183,-0.7735353224266772,-1.0093907976198504,-0.1470288036917187,-0.7735353224266776,-1.1480517,-37.21792
6216.51449821943,49174,0.0208677054975403,992,6.620486145343013,466.7334019922004,36.401730311235006,3,2,2,0,3,-2.97646474890458,0.01923002290630464,-0.393396795340355,-2.9764647489045815,0.019230022906304555,-23.585258,11.03167
26970.93698728776,288373,0.023286358214067,7559,4.100351782367484,117.57786800758802,28.22751767232382,6,1,1,3,2,-0.13091127003963696,-1.6092198337435444,-0.8319279256120049,-0.1309112700396374,-1.609219833743545,-8.068883,-32.48908
42171.98306666826,637520,0.0389675146360485,25347,1.709556122750603,172.39453060840512,22.57630461359439,7,3,0,1,1,2.7226618021031803,-1.0843457772250686,0.8934077954977359,2.7226618021031825,-1.0843457772250693,27.255394,-5.081654
37403.61496548413,603114,0.041429618451768,25098,1.4701973625952631,151.6039598217073,31.65903340301784,6,3,0,1,1,2.5284339192589416,-0.6276042607548481,0.7491934176442442,2.528433919258943,-0.6276042607548483,23.408815,-6.3108635
39778.03016645823,443778,0.0408342682283834,15841,2.034530249765225,387.5124681573303,74.92412391765895,3,0,1,2,0,1.0911528436160243,2.051025771346305,-0.029118662038283206,1.091152843616025,2.0510257713463056,9.647227,28.654924
37095.35303016767,416327,0.0430571488516948,16665,1.9943953938467047,357.67978262084733,76.57304910699993,3,0,1,2,0,1.136395529464842,2.037812652259161,-0.07161572551999801,1.1363955294648427,2.037812652259162,5.8037286,31.859465
