ad_budget,impressions,ctr,clicks,cpc,time_on_site,user_engagement_score,device_score,clusters,agg_clusters,db_clusters,ms_clusters,PC1,PC2,PC3,SVD1,SVD2,TSNE1,TSNE2,KPCA1,KPCA2,MDS1,MDS2,NMF1,NMF2,nmf_clusters
11906.88074690615,62427,0.021086977928732,1263,10.701997493835178,438.25485230565937,18.19497200059424,2,2,2,0,3,-3.115571314559571,-0.3496499369875991,0.348304091120508,-3.1155713145595727,-0.3496499369875992,-24.630646,0.63369626,0.7896133961662538,0.0375153695247442,1.0468600893768234,3.1028999638216117,0.07815704586322075,0.8926507195911958,1
36306.06552575903,478661,0.0419901587294952,20999,1.7429349699146923,123.1414625627346,21.93681604883047,7,3,0,1,1,2.197340774860213,-1.2774663065733516,0.4158455187129391,2.1973407748602147,-1.2774663065733525,35.28051,-9.395739,-0.4170581481470091,-0.48872974693392046,0.3178251512459198,-2.6479459468255055,1.1115867115418303,0.021833290822880668,0
36039.77254530431,608496,0.0381420010342466,23702,1.4767797427539495,149.70078780112007,23.916202669442445,7,3,0,1,1,2.40286503287914,-1.2153592319803026,0.6753932845678666,2.402865032879142,-1.215359231980303,28.861687,-5.7318664,-0.4245844716778748,-0.4773379461162826,0.05684702807543683,-2.895709058039198,1.1252663492851362,0.02420027250297039,0
9182.470640452028,29637,0.0178129311234649,505,17.702593413593526,475.0035541149633,33.06889345127682,2,2,2,0,3,-3.8497131811877447,-0.0275922519370062,0.52013582281407,-3.849713181187747,-0.027592251937006,-36.812756,1.5082318,0.7961716971750209,0.0651908168049728,2.4855739481140127,3.123919372358462,0.0,0.9520765889900272,1
39417.31532632407,635976,0.0441604354387338,29147,1.3019431575456222,60.9872864181595,26.207460408218942,7,3,0,1,1,3.269961281379459,-1.1881959021364648,0.8591875451472043,3.269961281379462,-1.1881959021364654,25.19042,0.82403755,-0.3770259329911341,-0.428249969520684,0.1810258554609058,-3.7037154080529233,1.1897336519845716,0.0,0
36006.9130995406,364057,0.0438117139361434,13914,2.215075185506392,368.6088135868722,89.88276470943417,3,0,1,2,0,0.913098825351458,2.4551520032891205,-0.5070783602969652,0.9130988253514588,2.4551520032891214,-3.1386452,36.89514,-0.30207207268973263,0.7031169473886172,-2.715562336298205,0.36609074492030647,0.0,0.010992617839831605,2
11080.512062895055,46241,0.0174805934535727,752,17.44138582279398,456.3802172158876,19.03658934747249,1,2,2,0,3,-3.8946631517915273,-0.2402971679911222,0.8667479555229256,-3.89466315179153,-0.2402971679911219,-34.25512,-1.9397669,0.7585412395615602,0.06342202179692372,1.052381523679941,4.004691068424614,0.0,0.9489345929782735,1
30203.468477714712,203247,0.0266725383970709,6134,5.997233985787148,197.4634910273676,25.932092975445087,6,1,3,3,2,-0.4051543298932152,-1.344328130499431,-0.6014164632019107,-0.405154329893216,-1.3443281304994317,-5.303807,-30.65179,0.06318462791618476,-0.32753470557631753,1.3613573089552102,-0.04295229912500625,0.1691620927472498,0.12492681052922386,3
32945.937652968416,334978,0.0278503993061704,10301,3.5878263038082947,130.34723936700112,39.10674767866319,6,1,1,3,2,0.5345589557319631,-1.0255288740068775,-0.7748017125587973,0.5345589557319631,-1.0255288740068778,-6.8104153,-39.405186,-0.1612575134448292,-0.36121648622267377,0.7378833331675047,-0.8496710528581665,0.36804505531564025,0.0,3
29463.45774674877,257182,0.0272410736369852,7908,4.208709363790372,153.08169874420994,51.73624079125829,7,1,3,3,2,0.2238714864500308,-0.9086746733931858,-1.278206646882112,0.2238714864500306,-0.908674673393186,3.421187,-39.79627,-0.06949611800756728,-0.2901588973453013,1.0124767596542434,-0.6019225755072785,0.17954496614417687,0.012629344113627757,3
