,google_spend,meta_spend,tiktok_spend,linkedin_spend,email_spend,ctr,cpc,impressions,revenue,total_spend,google_share,meta_share
0,19352.46582352076,12112.247848184541,7472.81636933397,7495.0536559358015,3676.9917238508547,0.016465958749312764,5.286084262791304,85720,313151.7923206809,50109.575420825924,0.3862029494561977,0.24171523598961883
1,47585.001014085894,14466.351951563132,6658.241924628065,11201.201587688915,1004.1087784336867,0.014252761071161404,3.9446934015064485,1726885,354471.1261188448,80914.9052563997,0.5880869644881938,0.17878476043100802
2,36867.70314875885,25709.14809946432,3523.078250057201,8440.001709844997,1798.5345024124422,0.05229343655205649,7.733738936479556,4013815,436025.2436272225,76338.46571053781,0.4829505388352284,0.3367784230423092
3,30334.265725654794,10530.129388766818,12145.333402029759,1249.538746676946,3350.075120603309,0.07762814257449284,2.1423383823817863,2142314,252781.46367313364,57609.34238373163,0.5265511542138506,0.18278509965669099
4,8644.91338167939,26154.665701959053,9532.483210172577,2783.703551753331,2462.2377881699517,0.045190491626830684,4.908923119992055,4004822,298776.3772991494,49578.0036337343,0.17436993723154157,0.5275457619306532
5,8643.73149647393,3099.965713812399,17314.019846480074,3289.922760463787,3718.9980893109796,0.01360606581575136,5.75157511242667,3706821,198862.17057247943,36066.637906541175,0.23966002927337657,0.08595105875533184
6,3846.0969962417735,23415.553897654605,642.1916096411651,3867.963804672673,4809.918715992013,0.025485305925421933,6.691733670090362,3800757,194452.61562703893,36581.72502420223,0.10513711405619121,0.6400888389534126
7,43442.631142971826,25502.655175114724,12877.358551102527,8481.050879257564,671.0787698044677,0.027135503449103947,3.552282728210053,1449809,421509.2937879403,90974.77451825113,0.47752392213136485,0.2803266653878702
8,30454.635575417233,5863.620758701493,15258.977570231222,7559.486697380902,3576.8818103504987,0.0336499990395865,5.651914307431111,4833210,359278.6061998216,62713.60241208135,0.4856145143011327,0.09349838843848501
9,35695.55631200623,13195.222704979913,15189.73138376614,3047.400575463134,1228.6863625973613,0.013052236851034885,2.774011035382121,4711776,350173.6152012818,68356.59733881277,0.5221962137038431,0.1930351014925034
10,2008.64022049432,5382.243352577841,17721.4793419105,1013.3226518353061,2130.9359642970894,0.07334248903485414,3.7660706927136522,1314930,162186.7087886821,28256.621531115055,0.07108564689102999,0.19047724253414836
11,48525.58275593772,21344.821805329422,14580.674856589882,2571.483067120771,261.02735639618516,0.046089476130504674,7.217203484025494,1849154,396315.46845047415,87283.58984137398,0.5559531046342887,0.2445456453397566
12,41789.68939922067,16292.759157818873,18556.201232953925,14765.719689279049,765.9461732342248,0.05696515550678764,7.624307069982157,3466215,459189.9758611961,92170.31565250675,0.4533964010362388,0.17676796528770225
13,11404.616423235531,19242.03872789547,6653.131996417829,7028.204246872084,1666.9087163396084,0.01470209858265063,5.891130101954485,612092,315721.4161430733,45994.90011076053,0.24795393393119722,0.4183515711863408
14,9909.42339314793,6296.365525208229,10064.188335030862,13010.182570531688,1775.7304459111263,0.013788082746255459,3.3076391808213876,4361166,258901.02877771392,41055.89026982983,0.24136423124722567,0.15336083285070426
15,9986.820982818257,6746.502930546376,281.5932656578135,12731.28700003265,4507.9675606642695,0.05105274404283831,6.650433424809981,3664301,264884.47224006953,34254.17173971937,0.29155050248195186,0.19695419821590604
16,15907.869905017349,1724.1711025422378,139.15174606582426,7672.793361943105,3734.883255405924,0.07211072073529456,0.6940031129406514,1733881,208419.9753619691,29178.86937097444,0.5451845889834799,0.05908971593866313
17,26713.065149979655,10000.992288274027,4802.5324090303975,10600.315626908152,4863.696544116501,0.0469937400671683,1.2705943290456578,2752361,321375.5121710724,56980.60201830873,0.46880980901880154,0.17551573577724847
18,22165.30591346367,17012.467509343413,2016.1439427817052,2891.280156190684,3035.4504006426787,0.07144734207990501,5.460303022815208,4095157,311627.31728460453,47120.64792242215,0.4703947609115199,0.36104061084542316
19,15270.227869704053,25809.079962921198,5204.227358715072,10325.950573903625,1284.397287247458,0.06676938911386676,2.6843643145254306,1983738,339631.2697955699,57893.8830524914,0.26376237116205864,0.4457997736914717
20,30980.791841396593,20174.35970003108,3540.865890567948,4085.768688949343,1705.50964661605,0.015309765005644453,7.635396638003583,1608055,310085.12999202264,60487.29576756101,0.5121867567108433,0.33353052808901523
21,7835.19917195005,13344.191540292668,570.4004967729647,12480.93145131226,1667.1960241306388,0.024137023206998294,3.7704545906922853,2144578,256102.3378971439,35897.91868445858,0.2182633272090555,0.3717260506824263
22,15315.08777822569,28617.043374627065,18186.082928120988,1255.8619966336487,1699.8222055499327,0.05603974684087398,3.7202361529188277,2902906,348662.0062795753,65073.89828315733,0.23534916736638165,0.43976224153815346
23,18951.730321390893,21717.73341698704,164.4626277778305,11597.080093279163,3397.5244482478965,0.04104509677850291,5.585596326431984,1129467,343012.89819024905,55828.53090768282,0.3394631743530772,0.3890077898144793
24,23347.429226634762,27939.873484445226,14721.642886741709,1499.053598529293,2700.9588476430395,0.030348986955284443,6.256764217296422,2313473,386128.6258683596,70208.95804399403,0.3325420270730253,0.397953114002029
25,39473.62210825767,16063.845211528887,3042.9577383903306,13217.838553414635,1988.5784726245572,0.03930436992335854,4.066690535938523,1253970,425730.9794861861,73786.84208421608,0.5349683086207258,0.2177060944442443
26,10784.015325759627,8137.676106397618,18244.592439992,4563.067772025056,830.5398667707113,0.041163975238944404,2.105006762837931,1951324,251193.73554008838,42559.89151094501,0.2533844646428746,0.19120528313153418
27,26197.48748226697,2058.3872477592986,17855.918791797714,9815.900472458621,208.48189841651492,0.07373865755751176,6.299814820442162,2470264,280428.72559661896,56136.175892699124,0.46667745113849346,0.03666774971800324
28,30028.31387424008,21919.50311877359,13078.022927385147,7312.534179304198,1172.2899201796938,0.017242079859346712,2.902634561552207,3069595,388519.04418438964,73510.66401988272,0.4084892209124679,0.29818126949370144
29,3276.0702232798885,4078.438441163257,13444.682996012103,5494.547178935085,626.6098794465382,0.029581152276533053,1.813330769703932,2237731,147556.19872811856,26920.34871883687,0.12169494004316284,0.15150020840218414
30,30769.69774317048,9431.866284023032,106.78283939377087,9681.627497752446,3948.680651175973,0.04762953716078998,5.237301424437599,3427958,367987.92329296266,53938.6550155157,0.5704572673219129,0.17486283781658835
31,9355.682060677285,16207.891782574972,19697.43132227204,14212.844708268569,651.2399932880384,0.058880084864141424,1.1784025024276281,3321083,320475.67028133373,60125.089867080904,0.15560362706084896,0.2695695227800226
32,4187.528056278696,17150.289339502557,17556.652071516288,619.0462106193279,3648.7183628034973,0.05414461022714706,7.785145063145412,1968254,255985.8139465145,43162.234040720374,0.09701833441540753,0.39734480201656214
33,47495.39132541333,18217.204311120513,17902.12451460184,13782.792838246563,1989.727579902805,0.07591499164161762,5.242979483091027,3399057,470030.6092514157,99387.24056928503,0.4778821813882965,0.18329520174595149
34,48315.969620653406,5404.532245316169,13184.890741017438,9136.224825315203,459.5541097445023,0.06569262473736313,7.894216406913168,4624142,383346.2598245277,76501.17154204674,0.6315716301690606,0.07064639843254843
35,40611.470057706596,11702.253442238638,6895.738573090731,12109.714511535785,4082.3772422147704,0.04899537893821013,3.0417006760897705,2361562,341433.7816581623,75401.55382678652,0.5386025618384446,0.155199101985633
36,15926.074689495164,18707.229699950516,17872.972981809617,5758.124301514164,2940.189794159405,0.02502778841714553,7.7840387089279846,2942855,310425.4178606946,61204.59146692887,0.26021045656518466,0.30565075677465686
37,5785.93358631281,29109.65650669665,5830.338563023847,7077.644622564206,1255.231413031508,0.04156119619815679,1.591716857964677,3480981,282453.9597194028,49058.80469162902,0.11793873949195653,0.5933625307357657
38,34527.41829909569,21965.118562140815,11254.230866844056,13032.76127701746,4483.937754230073,0.058536757093613424,0.8052107926027134,3003645,415148.32068456686,85263.4667593281,0.404949735348619,0.2576146548690241
39,22567.472193240465,27716.810834271757,1994.619446877648,6222.719547147346,321.76573796570216,0.06865735223852595,0.7473804534095192,3630735,342651.2539141824,58823.38775950292,0.38364795114328804,0.4711869188423971
